weather_label,temperature,temp_app,humidity,wind_vel,wind_dir,visibility,atm_pres
0,28.8222222222222,27.6833333333333,0.29,14.0714,189,9.982,1014.88
0,27.2222222222222,28.0333333333333,0.56,4.3792,332,11.27,1018.51
0,29.8611111111111,28.3277777777778,0.25,2.4633,167,9.982,1011.21
0,27.15,26.6777777777778,0.34,9.4668,347,9.982,1013.82
0,24.95,24.95,0.54,14.007,72,9.982,1014.92
0,25.0944444444444,25.0944444444444,0.67,7.7763,96,11.2056,1015.71
0,27.1777777777778,27.6888888888889,0.51,15.8263,150,11.27,1014.18
0,30,31.8611111111111,0.55,15.8263,180,9.982,1009.75
0,32.6111111111111,33.3277777777778,0.41,15.4721,200,10.2074,1009.25
0,20.1166666666667,20.1166666666667,0.67,15.6492,310,11.27,1017.48
1,-1.03888888888889,-1.03888888888889,0.93,4.6529,123,4.3148,1031.55
0,10.1833333333333,10.1833333333333,0.76,12.4936,203,11.27,1015.93
0,7.66111111111111,6.38333333333333,0.62,7.5509,17,10.0464,1022.8
0,10.9277777777778,10.9277777777778,0.77,19.7225,160,9.982,1017.05
1,7.71111111111111,6.01666666666667,0.89,9.4668,280,11.1251,1016.88
0,5.97222222222222,3.05,1,14.4578,159,1.4168,1019.12
0,7.73333333333333,6.31666666666667,0.96,8.1788,47,6.0697,1013.18
0,8.79444444444444,5.53333333333333,0.71,23.6026,189,11.27,1007.28
1,3.91666666666666,-1.74444444444444,0.88,34.6955,270,11.27,992.42
0,6.18333333333334,3.35,0.6,14.1519,308,10.0464,1013.36
1,1.08333333333333,-3.19444444444444,0.78,15.778,30,11.1251,1015.52
0,-1.13888888888889,-4.58888888888889,0.92,9.7566,149,0.322,1024.33
1,0.0222222222222217,-4.22222222222222,0.85,14.2163,300,7.9695,1012.83
0,-1.20555555555556,-5.35555555555556,0.76,12.4936,211,9.9015,1016.26
1,0.0222222222222217,-3.86666666666667,0.92,12.4936,1,4.4919,1022.04
1,-2.2,-6.11111111111111,0.96,10.6904,260,4.7817,1027.11
0,0.994444444444444,-2.88888888888889,0.79,13.4918,179,7.8246,1021.28
1,2.26111111111111,-2.35555555555555,0.85,19.8996,349,5.9087,1030.27
0,2.12777777777778,2.12777777777778,0.86,4.7978,227,10.948,1038.87
1,3.83888888888889,1.43333333333333,0.89,9.3702,211,6.7942,1039.97
1,4.90555555555556,4.03333333333333,0.86,4.8944,319,7.8085,1034.69
0,3.79444444444444,1.46666666666667,0.76,9.0321,161,11.0768,1023.42
0,6.93888888888889,5.52222222222222,0.93,7.6153,171,3.4132,1019.6
0,2.80555555555555,0.177777777777778,0.88,9.5151,210,5.2164,1012.24
0,5.02222222222222,1.03888888888889,0.69,20.608,317,11.27,1016.99
0,12.2666666666667,12.2666666666667,0.8,15.295,200,10.9802,1012.42
1,11.1333333333333,11.1333333333333,0.86,25.8244,202,11.1251,1002.99
0,6.16111111111111,3.86111111111111,0.6,10.9963,251,9.982,1014.16
0,4.96666666666667,2.34444444444444,0.82,11.3988,219,8.1305,1016.37
0,8.88333333333333,4.48888888888889,0.49,40.1373,300,11.27,1018.61
0,6.14444444444445,2.29444444444445,0.59,22.0892,162,9.982,1021.21
1,-5.02222222222222,-5.02222222222222,0.92,2.8497,91,4.9105,1030.69
0,0.416666666666667,0.416666666666667,0.98,2.6082,304,1.5939,1027.17
0,3.93888888888889,0.927777777777779,0.88,12.3165,191,7.084,1017.54
0,7.10555555555556,2.16666666666667,0.51,39.3001,321,9.982,1015.19
1,1.13333333333333,-1.83888888888889,0.64,9.5956,109,9.982,1020.79
1,1.15555555555555,-3.07222222222222,0.68,15.5526,31,9.982,1016.12
0,-0.0499999999999999,-3.68333333333333,0.58,11.3183,60,9.982,1013.53
0,3.84444444444444,-1.21111111111111,0.65,27.5793,140,9.982,1011.56
0,2.75555555555556,-1.73333333333333,0.89,19.8835,139,7.7763,1009.19
0,7.57222222222222,5.42777777777778,0.77,11.7691,117,9.6761,1010.44
0,7.80555555555555,5.60555555555556,0.76,12.3809,359,8.1949,1011.34
1,-5.99444444444444,-10.65,0.91,10.6421,289,4.9266,1030.21
0,3.81666666666666,3.81666666666666,0.76,2.8336,302,8.05,1016.82
0,-0.0055555555555564,-4.50555555555556,0.85,15.5526,22,5.9731,1017.24
0,-1.01666666666667,-5.07222222222222,0.68,12.2521,351,9.982,1015.33
0,-1.13333333333333,-5.22222222222222,0.8,12.3004,350,5.1359,1023.14
0,-2.84444444444444,-7.66666666666667,0.99,13.8943,358,1.8032,1028.45
0,-3.83888888888889,-9.45555555555556,0.92,16.6152,0,1.9159,1027.35
0,1.21111111111111,1.21111111111111,0.6,4.2826,348,9.982,1027.58
1,0.122222222222222,-1.36666666666667,0.75,4.8622,149,6.1985,1020.88
1,-0.944444444444444,-0.944444444444444,0.75,4.4919,220,9.8532,1027.17
1,-2.71111111111111,-2.71111111111111,0.85,1.6744,176,6.923,1030.78
1,-0.972222222222222,-3.64444444444444,0.91,7.3577,191,4.0411,1032.1
0,4.17222222222222,1.01111111111111,0.75,13.4113,182,6.2951,1026.59
0,12.2222222222222,12.2222222222222,0.57,24.2305,292,9.982,1025.31
0,11.25,11.25,0.6,9.0643,185,7.2128,1024.75
2,8.63888888888889,8.18888888888889,0.67,5.1198,283,3.4132,1018.64
0,8.88888888888889,6.83333333333333,0.54,12.9927,299,9.982,1023.64
0,-3.83888888888889,-8.18888888888889,0.93,11.0768,190,1.449,1021.94
0,8.9,7.56666666666667,0.83,8.7745,173,6.1985,1021.59
1,6.08888888888889,3.06111111111111,0.94,15.3111,128,7.8085,1017.31
1,6.03888888888889,6.03888888888889,0.86,3.5742,334,6.8264,1018.51
1,2.85,-0.483333333333334,1,12.7834,182,3.7513,1016.27
0,11.1611111111111,11.1611111111111,0.86,10.787,233,9.982,1017.38
0,11.0444444444444,11.0444444444444,0.71,22.0409,300,9.982,1019.23
0,8.95555555555556,8.95555555555556,0.71,4.6368,328,9.982,1030.02
0,10.05,10.05,0.76,13.9909,170,9.982,1028.37
0,2.28888888888889,-0.372222222222223,1,9.2414,328,1.1109,1026.21
0,3.8,3.8,0.93,2.9785,248,10.9802,1023.6
0,-2.10555555555556,-2.10555555555556,1,4.5241,181,2.0286,1018.57
0,2.73333333333333,-0.594444444444445,0.96,12.6063,19,11.1251,1019.84
0,2.24444444444444,-3.46111111111111,0.72,29.3825,20,9.982,1024.03
0,0.116666666666667,-5.54444444444445,0.9,23.4738,10,6.3434,1025
0,1.06666666666667,-3.89444444444445,0.69,20.1089,329,9.982,1019.19
0,0.0500000000000019,-3.76666666666667,0.75,12.2038,0,11.27,1019.96
0,-0.0222222222222217,-3.16666666666667,0.69,9.4346,191,11.27,1018.95
0,-2.08333333333333,-6.72222222222222,0.88,13.8138,160,4.83,1011.75
0,0.972222222222222,-2.68333333333333,0.86,12.3648,11,4.9266,1017.46
2,-0.0277777777777781,-3.65,0.82,11.2861,40,7.2128,1024.93
0,-3.59444444444444,-3.59444444444444,0.98,0.2415,108,0.7889,1027.48
0,-2.68888888888889,-2.68888888888889,1,3.3166,350,1.932,1022.04
0,-4.82222222222222,-4.82222222222222,0.99,1.6261,34,0.322,1023.6
1,-4.91111111111111,-4.91111111111111,0.99,3.1556,352,3.4454,1028
1,-2.77777777777778,-6.73333333333333,0.92,10.4328,141,10.8836,1026.47
0,-3.91666666666667,-8.17777777777778,0.79,10.7065,99,7.9695,1025.31
0,-0.0944444444444453,-5.71111111111111,0.85,22.6688,150,9.9015,1023.09
0,2.49444444444445,-1.15,0.84,14.0231,160,9.982,1022.54
0,9.11666666666666,6.8,0.76,15.3272,171,9.982,1020.41
0,12.2166666666667,12.2166666666667,0.74,12.397,181,9.982,1020.83
1,17.1055555555556,17.1055555555556,0.75,25.599,301,11.27,1012.66
0,35.05,35.4666666666667,0.33,13.7655,170,9.982,1015.58
0,32.7111111111111,35.6444444444444,0.5,7.8085,25,9.982,1013.17
0,28.9111111111111,29,0.45,14.0392,357,9.982,1016.62
0,31.1555555555555,31.2388888888889,0.41,8.4525,139,9.982,1013.66
2,32.8722222222222,33.45,0.39,20.3826,149,9.982,1011.67
2,31.9555555555555,33.2833333333333,0.46,10.1913,183,9.982,1012.38
0,27.1777777777778,27.0333333333333,0.41,11.3183,300,10.0464,1014.91
2,30.0222222222222,29.0944444444444,0.34,7.8729,151,9.982,1008.57
0,30.8555555555556,31.9888888888889,0.48,3.7513,74,9.982,1006.81
0,30.8777777777778,31.6888888888889,0.46,10.6421,136,16.1,1006.16
0,19.75,19.75,0.58,12.0911,245,11.27,1012.93
0,19.8833333333333,19.8833333333333,0.75,10.3201,328,11.4471,1001.99
1,16.1333333333333,16.1333333333333,0.93,21.8316,260,11.0446,1003.59
0,22.8222222222222,22.8222222222222,0.61,16.6796,223,11.27,1007.29
0,23.6777777777778,23.6777777777778,0.59,10.5133,58,11.2056,1009.69
0,22.2222222222222,22.2222222222222,0.68,0.2415,103,11.2056,1005.29
0,16.0944444444444,16.0944444444444,1,11.2056,312,10.948,1006.92
0,18.9111111111111,18.9111111111111,0.77,7.4704,191,11.27,1012.69
0,22.2666666666667,22.2666666666667,0.64,9.8049,234,10.8997,1018.17
1,21.4833333333333,21.4833333333333,0.8,5.9731,52,8.1949,1016.02
0,22.0833333333333,22.0833333333333,0.74,4.3631,252,7.1323,1011.11
0,20.1111111111111,20.1111111111111,0.48,12.719,221,10.0464,1010.47
0,22.7333333333333,22.7333333333333,0.57,25.1643,300,11.4954,1008.63
0,18.8388888888889,18.8388888888889,0.78,15.5687,261,11.2056,1012.65
0,21.1611111111111,21.1611111111111,0.63,20.1089,271,7.2772,1011.99
0,23.8444444444444,23.8444444444444,0.65,14.6349,292,11.27,1010.61
0,24.95,24.95,0.47,20.1572,281,11.27,1009.7
0,28.9555555555556,28.8222222222222,0.43,14.0231,329,9.982,1012.39
2,32.8,32.8666666666667,0.37,17.2753,201,9.982,1013.74
0,33.9111111111111,34.4944444444444,0.37,9.016,134,9.982,1017.87
0,24.2055555555556,24.2055555555556,0.65,4.6529,48,15.8746,1015.3
0,17.4722222222222,17.4722222222222,0.74,13.1054,301,11.27,1011.27
1,20,20,0.63,4.6207,337,11.27,1013.19
0,22.1555555555555,22.1555555555555,0.55,19.1912,342,11.27,1014.85
0,24.95,24.95,0.45,15.3433,22,11.27,1015.44
0,26.0611111111111,26.0611111111111,0.37,4.5402,80,9.982,1015.72
0,26.0666666666667,26.0666666666667,0.45,4.9105,302,10.0464,1017.91
0,27.7333333333333,27.4611111111111,0.4,4.3631,125,9.982,1017.18
0,29.9055555555555,29.6777777777778,0.41,9.6117,193,10.0464,1015.68
0,30.8777777777778,30.9888888888889,0.42,15.9229,221,9.982,1011.77
0,15.9555555555556,15.9555555555556,0.81,20.3826,291,11.1251,1011.96
0,26,26,0.6,15.9068,351,11.27,1018.37
0,22.7333333333333,22.7333333333333,0.41,22.4273,290,9.982,1018.37
0,27.1277777777778,26.6944444444444,0.35,15.6009,232,9.982,1019.98
2,31.0666666666667,30.1111111111111,0.33,9.499,202,9.982,1018.87
0,29.8611111111111,30.9888888888889,0.51,9.2736,243,11.27,1015.84
0,25.9277777777778,25.9277777777778,0.44,20.1089,329,10.0464,1016.05
0,22.1555555555555,22.1555555555555,0.4,28.497,301,9.982,1019.57
0,22.15,22.15,0.38,15.6814,328,9.982,1021.45
0,22.7555555555555,22.7555555555555,0.41,14.8925,346,9.982,1020.52
0,22.2444444444444,22.2444444444444,0.38,14.5866,301,11.2056,1013.04
0,22.2,22.2,0.76,12.3165,311,11.27,1009.63
0,26.0166666666667,26.0166666666667,0.55,3.6708,54,11.4954,1021.52
0,23.7,23.7,0.63,10.6099,262,11.27,1007.84
0,27.7333333333333,28.4,0.53,4.3309,162,11.27,1018.61
0,28.9388888888889,28.5722222222222,0.4,13.3952,129,10.0464,1014.09
0,27.7333333333333,28.6222222222222,0.55,20.2055,150,11.27,1011.86
0,27.7777777777778,27.9611111111111,0.47,23.1196,169,10.0464,1009.87
0,27.3277777777778,28.2666666666667,0.57,22.2824,191,11.27,1006.43
0,23.75,23.75,0.59,15.7619,243,11.27,1007.53
0,-0.994444444444444,-4.91111111111111,0.76,11.6886,210,10.8997,1033.17
0,5.18888888888889,2.7,0.56,10.9641,179,9.982,1023.24
0,12.3833333333333,12.3833333333333,0.49,8.5169,195,6.2951,1021.54
2,15.0944444444444,15.0944444444444,0.43,5.3291,185,9.982,1022.81
0,17.2,17.2,0.4,11.2217,187,9.982,1018.34
0,14.1444444444444,14.1444444444444,0.75,14.3612,142,11.2056,1021.39
0,18.8833333333333,18.8833333333333,0.52,0.9982,340,11.27,1020.57
1,17.2,17.2,0.54,17.0821,139,11.2056,1015.68
0,17.0611111111111,17.0611111111111,0.68,43.792,170,10.0464,1004.2
0,11.2,11.2,0.79,7.1001,232,11.27,1013.28
1,3.93888888888889,1.57222222222222,1,9.2897,223,6.1985,1019.14
1,-0.833333333333333,-4.53888888888889,0.86,10.948,70,4.8139,1033.28
1,2.82777777777778,-2.06111111111111,0.96,23.2484,11,8.05,1027.87
0,7.24444444444444,5.15,0.72,11.109,352,9.982,1033.62
0,12.2444444444444,12.2444444444444,0.51,7.8085,345,11.2056,1035.48
0,15.05,15.05,0.39,4.025,143,9.982,1031.69
0,15.0722222222222,15.0722222222222,0.46,15.9229,290,9.982,1030.2
0,18.8611111111111,18.8611111111111,0.42,11.3183,240,9.982,1020.26
0,19.9277777777778,19.9277777777778,0.43,21.5257,231,9.982,1011.17
1,7.8,7.8,0.82,4.7012,23,8.1305,1019.61
1,11.9,11.9,0.81,15.1018,291,11.0768,1014.15
0,13.7944444444444,13.7944444444444,0.65,10.6421,0,11.27,1017.04
1,2.17222222222222,2.17222222222222,0.85,2.737,272,5.957,1034.21
0,15.1888888888889,15.1888888888889,0.5,7.1162,42,11.27,1019.67
0,17.2666666666667,17.2666666666667,0.43,7.245,21,9.982,1022.58
0,2.34444444444444,2.34444444444444,0.72,4.5724,236,11.27,1034.77
1,2.33888888888889,0.26111111111111,0.72,7.2289,11,11.1251,1024.5
1,1.29444444444444,-4.23888888888889,0.84,25.0999,339,4.1699,1019.16
0,1.20555555555556,-5.13888888888889,0.58,32.6347,21,11.27,1032.75
2,1.18888888888889,-2.76666666666667,0.58,14.1036,352,9.982,0
0,2.38888888888889,-0.255555555555556,0.58,9.2414,196,9.982,1027.92
1,13.9111111111111,13.9111111111111,0.93,9.177,89,4.9427,1005.01
0,22.2,22.2,0.58,13.9587,359,11.27,1025.62
0,22.2444444444444,22.2444444444444,0.38,14.0714,12,9.982,1019.84
0,22.8444444444444,22.8444444444444,0.34,12.4936,89,9.982,1016.01
0,19.0777777777778,19.0777777777778,0.77,8.5974,275,11.27,1018.28
0,22.7333333333333,22.7333333333333,0.38,5.2647,155,9.982,1018.56
0,22.3833333333333,22.3833333333333,0.55,23.0713,281,10.0464,1011.17
0,11.1611111111111,11.1611111111111,0.86,21.7189,350,11.27,1018.17
0,17.2888888888889,17.2888888888889,0.7,17.0177,352,11.27,1021.41
0,22.7777777777778,22.7777777777778,0.56,10.4811,1,11.2056,1021.6
0,24.9777777777778,24.9777777777778,0.5,9.016,60,11.2056,1020.1
0,17.1277777777778,17.1277777777778,0.67,10.5938,298,11.27,1009.31
0,26.2055555555556,26.2055555555556,0.42,3.2361,94,10.0464,1020.05
0,27.0666666666667,27.3277777777778,0.48,12.397,21,11.27,1019.8
0,26.1333333333333,26.1333333333333,0.5,8.8872,58,10.0464,1018.7
0,27.1611111111111,27.3944444444444,0.47,8.9677,262,11.27,1021.3
0,27.1055555555556,27.3388888888889,0.47,3.2039,58,11.27,1021.4
0,27.0111111111111,27.55,0.52,15.617,10,11.27,1020.57
2,23.8222222222222,23.8222222222222,0.36,4.4597,14,9.982,1021.2
0,26.1833333333333,26.1833333333333,0.47,29.3825,160,9.982,1014.94
0,25.5666666666667,25.5666666666667,0.55,9.4024,261,11.27,1011.47
0,21.0388888888889,21.0388888888889,0.53,11.0124,281,11.27,1017.81
0,17.3666666666667,17.3666666666667,0.66,20.2377,139,11.27,1004.66
0,24.9055555555555,24.9055555555555,0.47,9.3058,51,11.27,1021.01
0,27.8444444444444,27.7166666666667,0.43,8.0983,139,11.4954,1015.88
0,12.5277777777778,12.5277777777778,0.6,15.1018,358,11.27,1014.5
0,13.8388888888889,13.8388888888889,0.39,17.0982,328,9.982,1022.61
0,14.9722222222222,14.9722222222222,0.3,9.0321,351,9.982,1029.1
0,19.9277777777778,19.9277777777778,0.32,15.9551,301,9.982,1021.22
1,7.82222222222222,5.88333333333334,0.96,10.8514,43,8.05,1020.19
0,17.2,17.2,0.62,24.9711,30,11.27,1025.35
2,14.9111111111111,14.9111111111111,0.48,3.1395,151,8.1305,1022.98
0,9.77222222222222,7.77777777777778,0.59,13.9587,22,8.1949,1021.95
0,7.13333333333334,6.47777777777778,0.6,5.1198,59,9.982,1031.9
0,7.17222222222222,5.58333333333333,0.46,8.5169,241,9.982,1037.29
2,7.22222222222222,7.22222222222222,0.49,3.0107,48,9.982,1037.38
0,7.26666666666667,5.87222222222222,0.55,7.7602,191,8.0017,1031.65
0,7.82777777777778,7.82777777777778,0.49,4.5885,339,8.8389,1024.28
2,5.02222222222222,2.52777777777778,0.61,10.8192,30,9.8532,1026.3
0,5.05,5.05,0.65,1.2075,90,7.1323,1029.07
2,5.48888888888889,5.48888888888889,0.72,3.1073,227,3.4293,1027.84
0,2.71111111111111,2.71111111111111,0.77,4.6851,223,3.059,1027.89
2,12.7666666666667,12.7666666666667,0.52,19.8513,178,7.0357,1023.28
1,2.15555555555556,2.15555555555556,0.73,2.2862,182,5.9731,1028.99
1,0.0277777777777761,0.0277777777777761,0.82,4.5563,95,7.8407,1028.67
1,-1.08888888888889,-1.08888888888889,0.81,3.1878,117,6.8747,1027.08
0,-0.116666666666667,-2.72777777777778,0.83,7.5992,2,6.8747,1031.79
1,-1.07222222222222,-1.07222222222222,0.92,1.5456,15,3.3971,1037.3
0,-0.0222222222222217,-0.0222222222222217,0.92,4.3631,41,2.9785,1036.19
1,0.0722222222222236,-3.13888888888889,0.86,9.7244,261,3.4454,1032.64
0,2.66666666666667,-1.46666666666667,0.83,17.227,181,8.6779,1028.75
0,9.05555555555555,6.12222222222222,0.62,20.7851,320,11.2056,1028.88
0,-2.06111111111111,-5.57222222222222,0.96,9.3702,62,0.4025,1032.15
2,12.4944444444444,12.4944444444444,0.65,12.558,170,6.9713,1020.5
0,-2.15,-5.16666666666667,0.96,7.7602,319,0.483,1030.79
0,12.5333333333333,12.5333333333333,0.57,17.066,169,9.9015,1018.55
0,17.2222222222222,17.2222222222222,0.44,15.617,149,9.982,1018.23
0,16,16,0.48,21.8316,139,9.9015,1022.24
0,13.7333333333333,13.7333333333333,0.49,33.6329,150,9.982,1025.99
0,14.9055555555556,14.9055555555556,0.52,15.456,158,9.982,1027.79
0,13.9388888888889,13.9388888888889,0.51,2.6887,209,8.1305,1023.8
2,25.05,25.05,0.39,8.7423,7,9.982,1026.09
0,12.8277777777778,12.8277777777778,0.52,7.6153,334,11.27,1019.59
0,12.9888888888889,12.9888888888889,0.89,7.9695,261,11.2056,1018.77
0,21.0611111111111,21.0611111111111,0.53,25.6151,302,11.27,1014.89
0,13.8944444444444,13.8944444444444,0.64,5.0715,316,11.27,1021.61
0,11.0166666666667,11.0166666666667,0.57,15.1984,71,11.27,1028.91
0,11.1388888888889,11.1388888888889,0.47,7.1484,4,11.27,1031.81
0,10,7.67222222222222,0.41,17.227,40,9.982,1033.01
0,9.97222222222222,8.46666666666667,0.33,10.8836,51,9.982,1029
2,11.1611111111111,11.1611111111111,0.32,4.9266,210,9.982,1024.44
0,17.2666666666667,17.2666666666667,0.35,21.735,180,10.0464,1020.49
2,23.8611111111111,23.8611111111111,0.42,13.9104,32,9.982,1023.13
0,12.1555555555556,12.1555555555556,0.72,16.0678,329,11.27,1021.1
1,7.87222222222222,5.48888888888889,0.83,13.7011,341,10.0464,1026.65
0,8.88888888888889,7.69444444444444,0.71,8.0822,51,11.27,1027.92
0,9.93333333333333,9.68333333333333,0.93,5.0232,92,2.5438,1025.38
0,10.0277777777778,10.0277777777778,0.93,5.3452,108,4.4436,1023.02
0,12.1333333333333,12.1333333333333,0.73,26.4362,140,11.27,1021.23
0,14.9111111111111,14.9111111111111,0.6,21.8316,131,9.982,1023.04
0,14.9055555555556,14.9055555555556,0.48,32.6508,149,9.982,1025.44
0,12.7333333333333,12.7333333333333,0.52,20.2216,140,10.0464,1029.74
0,12.8,12.8,0.52,7.8246,159,9.982,1030.16
0,22.2444444444444,22.2444444444444,0.29,3.1717,210,9.982,1024.56
2,12.85,12.85,0.49,8.0983,131,9.982,1026.76
0,14.9055555555556,14.9055555555556,0.43,2.7209,17,9.982,1024.18
0,25,25,0.37,5.0393,290,9.982,1021.98
0,24.9777777777778,24.9777777777778,0.39,14.3129,310,9.982,1021.19
1,23.7944444444444,23.7944444444444,0.39,9.499,190,9.982,1019.56
0,20.7888888888889,20.7888888888889,0.47,25.4219,329,10.0464,1006.63
0,12.7555555555556,12.7555555555556,0.59,20.1733,299,11.27,1011.49
0,12.6,12.6,0.6,20.608,351,11.27,1012.28
0,28.8611111111111,27.9666666666667,0.33,8.1144,191,9.982,1014.86
0,25.0888888888889,25.0888888888889,0.47,8.1144,151,9.982,1019.02
0,30.0222222222222,29.2222222222222,0.35,11.0446,179,9.982,1016.35
0,30.8555555555556,30.6,0.39,14.0714,251,10.0464,1012.63
2,27.7777777777778,27.0944444444444,0.33,12.6224,300,9.982,1016.88
2,30.0222222222222,29.1166666666667,0.34,7.5831,160,9.982,1014.66
0,22.8722222222222,22.8722222222222,0.61,11.2539,337,9.982,1018.51
0,23.8611111111111,23.8611111111111,0.34,8.9355,58,9.982,1019.88
0,26.0611111111111,26.0611111111111,0.36,7.728,103,9.982,1017.91
2,28.8666666666667,28.25,0.37,27.7242,161,9.982,1009.24
0,30,29.0666666666667,0.34,32.3449,150,9.982,1007.12
0,26.0388888888889,26.0388888888889,0.58,8.05,328,11.27,1015.08
1,17.6,17.6,0.91,7.9534,337,6.0697,1017.59
0,22.7388888888889,22.7388888888889,0.62,11.2217,340,11.27,1017.34
2,22.8055555555556,22.8055555555556,0.62,7.9534,317,10.0464,1017.79
0,23.7944444444444,23.7944444444444,0.37,20.0284,309,11.2056,1017.22
0,22.2222222222222,22.2222222222222,0.43,15.2628,349,9.982,1018.42
0,22.8,22.8,0.37,9.4668,80,9.982,1023
2,24.95,24.95,0.39,7.6636,35,9.982,1025.59
2,26.0444444444444,26.0444444444444,0.35,4.3309,245,9.982,1027.78
2,25.9722222222222,25.9722222222222,0.35,12.4131,30,9.982,1027.24
0,22.1777777777778,22.1777777777778,0.29,16.905,349,9.982,1027.72
0,28.8166666666667,27.8277777777778,0.32,7.5509,328,9.982,1016.38
0,23.8611111111111,23.8611111111111,0.41,13.5562,11,9.982,1027.1
0,30.1388888888889,29.2,0.34,12.8639,149,9.982,1016.42
0,31.0388888888889,30.3277777777778,0.35,10.8675,230,9.982,1013.76
0,24.8833333333333,24.8833333333333,0.47,15.5526,304,11.27,1020.55
0,25.1166666666667,25.1166666666667,0.39,7.7763,275,9.982,1015.66
0,22.0055555555556,22.0055555555556,0.44,11.1895,347,9.982,1012.81
0,22.6833333333333,22.6833333333333,0.44,23.6831,301,10.0464,1014.51
0,8.88888888888889,5.46666666666667,0.34,25.76,310,9.982,1012.7
0,10,7.98888888888889,0.34,14.49,170,9.982,1015.4
0,17.2222222222222,17.2222222222222,0.31,11.27,180,9.982,1004.7
0,17.1777777777778,17.1777777777778,0.42,25.3414,221,11.1573,1002.61
0,17.85,17.85,0.42,11.6886,130,9.982,1004.89
1,12.4777777777778,12.4777777777778,0.92,5.635,21,11.1573,995.53
0,14.8833333333333,14.8833333333333,0.7,11.4471,299,10.6743,996
0,15.0277777777778,15.0277777777778,0.62,13.0893,270,11.1573,1004.98
